product_id,product_distributer,product_name,product_category,product_reviews,product_review_sentiment,product_link
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Cools the room quickly.",Positive,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Noisy operation.",Negative,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Energy efficient, saves on bills.",Positive,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Installation was quick and easy.",Positive,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Remote control is user-friendly.",Positive,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Stopped cooling after a few months.",Negative,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Good warranty coverage.",Positive,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Air flow is weak.",Negative,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Good value for money.",Positive,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA002,Flipkart,LG Dual Inverter AC,Home Appliances,"Takes a while to cool a large room.",Neutral,https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXP4SOTS&marketplace=FLIPKART&q=LG+Dual+Inverter+AC&store=j9e%2Fabm%2Fc54&spotlightTagId=BestsellerId_j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ae1953b9-4cd2-427c-8246-0acb0fdb0136.ACNGX677RWXAXJRX.SEARCH&ppt=sp&ppn=sp&ssid=in6qmlisnk0000001713898003326&qH=fbaefca412d5c1ea
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Washes clothes thoroughly.",Positive,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Consumes a lot of water.",Negative,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Multiple wash settings are handy.",Positive,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Very quiet during operation.",Positive,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Takes a long time for a full cycle.",Neutral,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"The build quality is excellent.",Positive,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Not suitable for large families.",Negative,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Easy to install and use.",Positive,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Drying function is not great.",Neutral,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA003,Amazon,Bosch Front Load Washer,Home Appliances,"Very good value for money.",Positive,https://www.amazon.com/SAMSUNG-White-Front-Load-Washer/dp/B08BWWH8QM/ref=sr_1_4?crid=UDEXW7B8EEW5&dib=eyJ2IjoiMSJ9.3fyXC4kILIhZeL12cdTcxxfziv1Vd_rt2nBjlO1yhpYb7Zkm_KMmmcXQGg3hwZeNy1B1kMWUPA9-KcVG9S8fR1UJuBb6hBSnUNj5jFAyI3c.x_0tfK08xFS9tYAM2TtO5MWqK8rDqbrKEoVTXh6E3dQ&dib_tag=se&keywords=Bosch+Front+Load+Washer&qid=1713870122&sprefix=bosch+front+load+washer%2Caps%2C295&sr=8-4
HA004,Flipkart,Whirlpool Double-Door Fridge,Home Appliances,"Spacious and well-designed.",Positive,https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-3-star-convertible-refrigerator/p/itm4429d62b53445?pid=RFRGR5WYSZRYYD2E&lid=LSTRFRGR5WYSZRYYD2EIBOGDA&marketplace=FLIPKART&q=Whirlpool+Double-Door+Fridge&store=j9e%2Fabm%2Fhzg&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8a266194-344a-44e5-9326-f8eecd6fbfe3.RFRGR5WYSZRYYD2E.SEARCH&ppt=sp&ppn=sp&ssid=ysp92fsy5c0000001713898112530&qH=88275a4792100251
HA004,Flipkart,Whirlpool Double-Door Fridge,Home Appliances,"Makes a bit of noise.",Neutral,https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-3-star-convertible-refrigerator/p/itm4429d62b53445?pid=RFRGR5WYSZRYYD2E&lid=LSTRFRGR5WYSZRYYD2EIBOGDA&marketplace=FLIPKART&q=Whirlpool+Double-Door+Fridge&store=j9e%2Fabm%2Fhzg&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8a266194-344a-44e5-9326-f8eecd6fbfe3.RFRGR5WYSZRYYD2E.SEARCH&ppt=sp&ppn=sp&ssid=ysp92fsy5c0000001713898112530&qH=88275a4792100251
HA004,Flipkart,Whirlpool Double-Door Fridge,Home Appliances,"Keeps food fresh for a long time.",Positive,https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-3-star-convertible-refrigerator/p/itm4429d62b53445?pid=RFRGR5WYSZRYYD2E&lid=LSTRFRGR5WYSZRYYD2EIBOGDA&marketplace=FLIPKART&q=Whirlpool+Double-Door+Fridge&store=j9e%2Fabm%2Fhzg&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8a266194-344a-44e5-9326-f8eecd6fbfe3.RFRGR5WYSZRYYD2E.SEARCH&ppt=sp&ppn=sp&ssid=ysp92fsy5c0000001713898112530&qH=88275a4792100251
HA004,Flipkart,Whirlpool Double-Door Fridge,Home Appliances,"Not energy efficient.",Negative,https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-3-star-convertible-refrigerator/p/itm4429d62b53445?pid=RFRGR5WYSZRYYD2E&lid=LSTRFRGR5WYSZRYYD2EIBOGDA&marketplace=FLIPKART&q=Whirlpool+Double-Door+Fridge&store=j9e%2Fabm%2Fhzg&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8a266194-344a-44e5-9326-f8eecd6fbfe3.RFRGR5WYSZRYYD2E.SEARCH&ppt=sp&ppn=sp&ssid=ysp92fsy5c0000001713898112530&qH=88275a4792100251
HA004,Flipkart,Whirlpool Double-Door Fridge,Home Appliances,"Cooling is consistent.",Positive,https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-3-star-convertible-refrigerator/p/itm4429d62b53445?pid=RFRGR5WYSZRYYD2E&lid=LSTRFRGR5WYSZRYYD2EIBOGDA&marketplace=FLIPKART&q=Whirlpool+Double-Door+Fridge&store=j9e%2Fabm%2Fhzg&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=8a266194-344a-44e5-9326-f8eecd6fbfe3.RFRGR5WYSZRYYD2E.SEARCH&ppt=sp&ppn=sp&ssid=ysp92fsy5c0000001713898112530&qH=88275a4792100251
